Date,total_conso,tmin,tmax,tmoy,Auvergne-Rhône-Alpes,Bourgogne-Franche-Comté,Bretagne,Centre-Val de Loire,Grand Est,Hauts-de-France,Normandie,Nouvelle-Aquitaine,Occitanie,Pays de la Loire,Provence-Alpes-Côte d'Azur,Île-de-France
2016-01-01,399184.0,3.3,8.76,6.03,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-01,103971.0,1.52,10.73,6.12,0,0,0,1,0,0,0,0,0,0,0,0
2016-01-01,112383.0,2.22,9.52,5.87,0,1,0,0,0,0,0,0,0,0,0,0
2016-01-01,154861.0,2.78,9.4,6.09,0,0,0,0,0,0,1,0,0,0,0,0
2016-01-01,263091.0,1.72,7.72,4.72,0,0,0,0,0,1,0,0,0,0,0,0
2016-01-01,238041.0,1.13,6.99,4.06,0,0,0,0,1,0,0,0,0,0,0,0
2016-01-01,139420.0,5.35,10.95,8.15,0,0,0,0,0,0,0,0,0,1,0,0
2016-01-01,125985.0,3.0,12.27,7.64,0,0,1,0,0,0,0,0,0,0,0,0
2016-01-01,239091.0,3.32,13.58,8.45,0,0,0,0,0,0,0,1,0,0,0,0
2016-01-01,226493.0,4.54,13.34,8.94,0,0,0,0,0,0,0,0,1,0,0,0
2016-01-01,393347.0,2.96,10.56,6.76,1,0,0,0,0,0,0,0,0,0,0,0
2016-01-01,238843.0,5.3,12.77,9.03,0,0,0,0,0,0,0,0,0,0,1,0
2016-01-02,404152.0,6.6,10.86,8.73,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-02,106423.0,6.92,11.22,9.07,0,0,0,1,0,0,0,0,0,0,0,0
2016-01-02,117255.0,4.95,9.4,7.18,0,1,0,0,0,0,0,0,0,0,0,0
2016-01-02,158681.0,7.28,10.06,8.67,0,0,0,0,0,0,1,0,0,0,0,0
2016-01-02,277329.0,6.26,10.76,8.51,0,0,0,0,0,1,0,0,0,0,0,0
2016-01-02,250603.0,3.94,8.96,6.45,0,0,0,0,1,0,0,0,0,0,0,0
2016-01-02,148129.0,8.15,11.6,9.88,0,0,0,0,0,0,0,0,0,1,0,0
2016-01-02,131344.0,7.32,10.95,9.14,0,0,1,0,0,0,0,0,0,0,0,0
2016-01-02,241264.0,7.63,11.82,9.73,0,0,0,0,0,0,0,1,0,0,0,0
2016-01-02,226342.0,6.98,11.02,9.0,0,0,0,0,0,0,0,0,1,0,0,0
2016-01-02,418237.0,5.45,8.95,7.2,1,0,0,0,0,0,0,0,0,0,0,0
2016-01-02,246101.0,7.78,11.22,9.5,0,0,0,0,0,0,0,0,0,0,1,0
2016-01-03,420933.0,5.3,8.08,6.69,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-03,111927.0,4.65,8.4,6.52,0,0,0,1,0,0,0,0,0,0,0,0
2016-01-03,116468.0,3.88,7.6,5.74,0,1,0,0,0,0,0,0,0,0,0,0
2016-01-03,160550.0,5.26,8.44,6.85,0,0,0,0,0,0,1,0,0,0,0,0
2016-01-03,280415.0,5.44,7.96,6.7,0,0,0,0,0,1,0,0,0,0,0,0
2016-01-03,248567.0,3.81,7.37,5.59,0,0,0,0,1,0,0,0,0,0,0,0
2016-01-03,151912.0,5.8,10.2,8.0,0,0,0,0,0,0,0,0,0,1,0,0
2016-01-03,127386.0,6.4,11.9,9.15,0,0,1,0,0,0,0,0,0,0,0,0
2016-01-03,251232.0,5.44,11.67,8.56,0,0,0,0,0,0,0,1,0,0,0,0
2016-01-03,241511.0,3.88,11.16,7.52,0,0,0,0,0,0,0,0,1,0,0,0
2016-01-03,426685.0,2.24,7.93,5.08,1,0,0,0,0,0,0,0,0,0,0,0
2016-01-03,254255.0,4.03,9.58,6.81,0,0,0,0,0,0,0,0,0,0,1,0
2016-01-04,479017.0,5.46,9.76,7.61,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-04,125166.0,5.33,10.4,7.87,0,0,0,1,0,0,0,0,0,0,0,0
2016-01-04,136280.0,4.83,9.43,7.13,0,1,0,0,0,0,0,0,0,0,0,0
2016-01-04,181158.0,4.62,9.92,7.27,0,0,0,0,0,0,1,0,0,0,0,0
2016-01-04,317313.0,5.8,9.6,7.7,0,0,0,0,0,1,0,0,0,0,0,0
2016-01-04,292554.0,3.47,8.49,5.98,0,0,0,0,1,0,0,0,0,0,0,0
2016-01-04,180150.0,6.15,12.15,9.15,0,0,0,0,0,0,0,0,0,1,0,0
2016-01-04,150998.0,6.48,11.2,8.84,0,0,1,0,0,0,0,0,0,0,0,0
2016-01-04,281048.0,7.59,11.39,9.49,0,0,0,0,0,0,0,1,0,0,0,0
2016-01-04,256265.0,7.04,10.97,9.0,0,0,0,0,0,0,0,0,1,0,0,0
2016-01-04,466680.0,4.81,9.53,7.17,1,0,0,0,0,0,0,0,0,0,0,0
2016-01-04,272288.0,5.78,11.0,8.39,0,0,0,0,0,0,0,0,0,0,1,0
2016-01-05,499664.0,5.12,9.0,7.06,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-05,132277.0,5.23,9.13,7.18,0,0,0,1,0,0,0,0,0,0,0,0
2016-01-05,142658.0,4.28,9.02,6.65,0,1,0,0,0,0,0,0,0,0,0,0
2016-01-05,187070.0,5.36,9.38,7.37,0,0,0,0,0,0,1,0,0,0,0,0
2016-01-05,331881.0,4.92,8.94,6.93,0,0,0,0,0,1,0,0,0,0,0,0
2016-01-05,313014.0,2.79,7.79,5.29,0,0,0,0,1,0,0,0,0,0,0,0
2016-01-05,192809.0,6.35,10.0,8.18,0,0,0,0,0,0,0,0,0,1,0,0
2016-01-05,158095.0,6.82,10.23,8.52,0,0,1,0,0,0,0,0,0,0,0,0
2016-01-05,299627.0,5.44,9.13,7.29,0,0,0,0,0,0,0,1,0,0,0,0
2016-01-05,266039.0,5.55,9.75,7.65,0,0,0,0,0,0,0,0,1,0,0,0
2016-01-05,471788.0,4.0,10.02,7.01,1,0,0,0,0,0,0,0,0,0,0,0
2016-01-05,276222.0,4.62,11.3,7.96,0,0,0,0,0,0,0,0,0,0,1,0
2016-01-06,491334.0,6.66,9.54,8.1,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-06,129382.0,5.5,8.88,7.19,0,0,0,1,0,0,0,0,0,0,0,0
2016-01-06,145959.0,3.97,7.42,5.69,0,1,0,0,0,0,0,0,0,0,0,0
2016-01-06,186120.0,5.62,9.6,7.61,0,0,0,0,0,0,1,0,0,0,0,0
2016-01-06,330136.0,6.24,8.92,7.58,0,0,0,0,0,1,0,0,0,0,0,0
2016-01-06,316204.0,4.14,6.91,5.53,0,0,0,0,1,0,0,0,0,0,0,0
2016-01-06,191648.0,5.6,11.95,8.77,0,0,0,0,0,0,0,0,0,1,0,0
2016-01-06,157540.0,5.6,12.7,9.15,0,0,1,0,0,0,0,0,0,0,0,0
2016-01-06,303955.0,5.56,13.61,9.58,0,0,0,0,0,0,0,1,0,0,0,0
2016-01-06,275502.0,3.86,10.38,7.12,0,0,0,0,0,0,0,0,1,0,0,0
2016-01-06,484414.0,2.52,7.78,5.15,1,0,0,0,0,0,0,0,0,0,0,0
2016-01-06,289243.0,1.8,10.35,6.08,0,0,0,0,0,0,0,0,0,0,1,0
2016-01-07,489230.0,6.14,11.72,8.93,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-07,130383.0,5.88,12.55,9.22,0,0,0,1,0,0,0,0,0,0,0,0
2016-01-07,149997.0,4.57,12.2,8.38,0,1,0,0,0,0,0,0,0,0,0,0
2016-01-07,189412.0,5.2,10.84,8.02,0,0,0,0,0,0,1,0,0,0,0,0
2016-01-07,342171.0,5.42,10.6,8.01,0,0,0,0,0,1,0,0,0,0,0,0
2016-01-07,322271.0,4.11,9.64,6.88,0,0,0,0,1,0,0,0,0,0,0,0
2016-01-07,183315.0,6.85,12.55,9.7,0,0,0,0,0,0,0,0,0,1,0,0
2016-01-07,153472.0,5.68,10.88,8.28,0,0,1,0,0,0,0,0,0,0,0,0
2016-01-07,286418.0,7.23,15.03,11.13,0,0,0,0,0,0,0,1,0,0,0,0
2016-01-07,266002.0,5.65,15.66,10.65,0,0,0,0,0,0,0,0,1,0,0,0
2016-01-07,495344.0,3.12,10.55,6.84,1,0,0,0,0,0,0,0,0,0,0,0
2016-01-07,291909.0,3.07,10.67,6.87,0,0,0,0,0,0,0,0,0,0,1,0
2016-01-08,502720.0,2.16,8.0,5.08,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-08,128688.0,3.22,8.88,6.05,0,0,0,1,0,0,0,0,0,0,0,0
2016-01-08,144727.0,3.5,8.02,5.76,0,1,0,0,0,0,0,0,0,0,0,0
2016-01-08,196189.0,1.02,8.46,4.74,0,0,0,0,0,0,1,0,0,0,0,0
2016-01-08,342879.0,1.54,8.1,4.82,0,0,0,0,0,1,0,0,0,0,0,0
2016-01-08,316786.0,0.4,7.4,3.9,0,0,0,0,1,0,0,0,0,0,0,0
2016-01-08,187611.0,4.3,10.4,7.35,0,0,0,0,0,0,0,0,0,1,0,0
2016-01-08,156656.0,4.07,11.5,7.79,0,0,1,0,0,0,0,0,0,0,0,0
2016-01-08,277388.0,8.08,14.09,11.08,0,0,0,0,0,0,0,1,0,0,0,0
2016-01-08,248960.0,7.28,14.68,10.98,0,0,0,0,0,0,0,0,1,0,0,0
2016-01-08,471505.0,4.49,12.21,8.35,1,0,0,0,0,0,0,0,0,0,0,0
2016-01-08,275317.0,5.63,13.57,9.6,0,0,0,0,0,0,0,0,0,0,1,0
2016-01-09,445516.0,3.14,11.28,7.21,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-09,112956.0,4.28,12.05,8.17,0,0,0,1,0,0,0,0,0,0,0,0
2016-01-09,122994.0,5.4,10.78,8.09,0,1,0,0,0,0,0,0,0,0,0,0
2016-01-09,172663.0,4.7,10.84,7.77,0,0,0,0,0,0,1,0,0,0,0,0
2016-01-09,309308.0,3.28,10.04,6.66,0,0,0,0,0,1,0,0,0,0,0,0
2016-01-09,283613.0,2.04,8.81,5.43,0,0,0,0,1,0,0,0,0,0,0,0
2016-01-09,157650.0,5.55,13.2,9.38,0,0,0,0,0,0,0,0,0,1,0,0
2016-01-09,138482.0,6.42,11.78,9.1,0,0,1,0,0,0,0,0,0,0,0,0
2016-01-09,249635.0,8.1,13.92,11.01,0,0,0,0,0,0,0,1,0,0,0,0
2016-01-09,246810.0,8.17,14.21,11.19,0,0,0,0,0,0,0,0,1,0,0,0
2016-01-09,438561.0,6.95,11.22,9.09,1,0,0,0,0,0,0,0,0,0,0,0
2016-01-09,258616.0,7.02,11.2,9.11,0,0,0,0,0,0,0,0,0,0,1,0
2016-01-10,444210.0,4.44,8.14,6.29,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-10,115209.0,5.08,8.2,6.64,0,0,0,1,0,0,0,0,0,0,0,0
2016-01-10,119234.0,5.4,9.12,7.26,0,1,0,0,0,0,0,0,0,0,0,0
2016-01-10,168160.0,4.12,8.7,6.41,0,0,0,0,0,0,1,0,0,0,0,0
2016-01-10,296028.0,4.54,8.58,6.56,0,0,0,0,0,1,0,0,0,0,0,0
2016-01-10,266864.0,4.53,7.97,6.25,0,0,0,0,1,0,0,0,0,0,0,0
2016-01-10,156695.0,5.0,10.7,7.85,0,0,0,0,0,0,0,0,0,1,0,0
2016-01-10,132531.0,5.48,10.7,8.09,0,0,1,0,0,0,0,0,0,0,0,0
2016-01-10,253499.0,7.73,11.87,9.8,0,0,0,0,0,0,0,1,0,0,0,0
2016-01-10,237964.0,6.42,13.95,10.18,0,0,0,0,0,0,0,0,1,0,0,0
2016-01-10,444462.0,6.06,11.11,8.59,1,0,0,0,0,0,0,0,0,0,0,0
2016-01-10,244675.0,5.97,14.28,10.12,0,0,0,0,0,0,0,0,0,0,1,0
2016-01-11,500247.0,3.64,8.8,6.22,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-11,133269.0,5.32,8.9,7.11,0,0,0,1,0,0,0,0,0,0,0,0
2016-01-11,142473.0,5.13,10.32,7.72,0,1,0,0,0,0,0,0,0,0,0,0
2016-01-11,194955.0,3.38,8.26,5.82,0,0,0,0,0,0,1,0,0,0,0,0
2016-01-11,339200.0,2.9,8.04,5.47,0,0,0,0,0,1,0,0,0,0,0,0
2016-01-11,311722.0,4.16,8.3,6.23,0,0,0,0,1,0,0,0,0,0,0,0
2016-01-11,192614.0,4.95,10.3,7.62,0,0,0,0,0,0,0,0,0,1,0,0
2016-01-11,161310.0,5.68,9.6,7.64,0,0,1,0,0,0,0,0,0,0,0,0
2016-01-11,290283.0,7.29,12.11,9.7,0,0,0,0,0,0,0,1,0,0,0,0
2016-01-11,242822.0,6.87,13.84,10.35,0,0,0,0,0,0,0,0,1,0,0,0
2016-01-11,469602.0,5.6,11.15,8.38,1,0,0,0,0,0,0,0,0,0,0,0
2016-01-11,260814.0,8.53,14.38,11.46,0,0,0,0,0,0,0,0,0,0,1,0
2016-01-12,513174.0,4.78,7.82,6.3,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-12,136594.0,4.48,8.57,6.53,0,0,0,1,0,0,0,0,0,0,0,0
2016-01-12,151092.0,4.12,9.03,6.58,0,1,0,0,0,0,0,0,0,0,0,0
2016-01-12,199508.0,4.44,7.52,5.98,0,0,0,0,0,0,1,0,0,0,0,0
2016-01-12,348689.0,4.94,7.92,6.43,0,0,0,0,0,1,0,0,0,0,0,0
2016-01-12,327566.0,3.71,7.79,5.75,0,0,0,0,1,0,0,0,0,0,0,0
2016-01-12,199041.0,5.35,9.25,7.3,0,0,0,0,0,0,0,0,0,1,0,0
2016-01-12,166975.0,5.15,9.43,7.29,0,0,1,0,0,0,0,0,0,0,0,0
2016-01-12,306092.0,5.68,9.31,7.49,0,0,0,0,0,0,0,1,0,0,0,0
2016-01-12,263751.0,4.83,10.28,7.55,0,0,0,0,0,0,0,0,1,0,0,0
2016-01-12,493695.0,3.87,8.14,6.0,1,0,0,0,0,0,0,0,0,0,0,0
2016-01-12,268430.0,5.7,12.05,8.88,0,0,0,0,0,0,0,0,0,0,1,0
2016-01-13,532880.0,2.76,6.7,4.73,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-13,141227.0,0.93,7.65,4.29,0,0,0,1,0,0,0,0,0,0,0,0
2016-01-13,157203.0,2.5,7.15,4.82,0,1,0,0,0,0,0,0,0,0,0,0
2016-01-13,204949.0,2.04,6.94,4.49,0,0,0,0,0,0,1,0,0,0,0,0
2016-01-13,351697.0,3.66,7.4,5.53,0,0,0,0,0,1,0,0,0,0,0,0
2016-01-13,335947.0,2.61,5.67,4.14,0,0,0,0,1,0,0,0,0,0,0,0
2016-01-13,209296.0,0.95,8.55,4.75,0,0,0,0,0,0,0,0,0,1,0,0
2016-01-13,174158.0,1.38,8.95,5.16,0,0,1,0,0,0,0,0,0,0,0,0
2016-01-13,319965.0,1.27,10.21,5.74,0,0,0,0,0,0,0,1,0,0,0,0
2016-01-13,274601.0,2.19,10.45,6.32,0,0,0,0,0,0,0,0,1,0,0,0
2016-01-13,491742.0,0.35,7.37,3.86,1,0,0,0,0,0,0,0,0,0,0,0
2016-01-13,280893.0,2.82,10.62,6.72,0,0,0,0,0,0,0,0,0,0,1,0
2016-01-14,534852.0,2.34,7.88,5.11,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-14,141599.0,1.57,8.32,4.94,0,0,0,1,0,0,0,0,0,0,0,0
2016-01-14,162979.0,-1.3,5.37,2.03,0,1,0,0,0,0,0,0,0,0,0,0
2016-01-14,203439.0,2.86,7.54,5.2,0,0,0,0,0,0,1,0,0,0,0,0
2016-01-14,364821.0,2.44,6.94,4.69,0,0,0,0,0,1,0,0,0,0,0,0
2016-01-14,338656.0,-1.87,4.9,1.51,0,0,0,0,1,0,0,0,0,0,0,0
2016-01-14,199094.0,3.95,8.95,6.45,0,0,0,0,0,0,0,0,0,1,0,0
2016-01-14,170656.0,3.28,8.9,6.09,0,0,1,0,0,0,0,0,0,0,0,0
2016-01-14,311410.0,5.73,10.92,8.33,0,0,0,0,0,0,0,1,0,0,0,0
2016-01-14,281162.0,3.85,9.71,6.78,0,0,0,0,0,0,0,0,1,0,0,0
2016-01-14,527517.0,-1.47,5.05,1.79,1,0,0,0,0,0,0,0,0,0,0,0
2016-01-14,298273.0,1.68,7.02,4.35,0,0,0,0,0,0,0,0,0,0,1,0
2016-01-15,551264.0,0.86,5.52,3.19,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-15,150743.0,-1.9,4.35,1.22,0,0,0,1,0,0,0,0,0,0,0,0
2016-01-15,162866.0,-0.53,3.92,1.69,0,1,0,0,0,0,0,0,0,0,0,0
2016-01-15,210653.0,0.96,5.94,3.45,0,0,0,0,0,0,1,0,0,0,0,0
2016-01-15,375062.0,1.74,4.98,3.36,0,0,0,0,0,1,0,0,0,0,0,0
2016-01-15,345970.0,0.41,3.11,1.76,0,0,0,0,1,0,0,0,0,0,0,0
2016-01-15,214460.0,-0.05,7.25,3.6,0,0,0,0,0,0,0,0,0,1,0,0
2016-01-15,178800.0,0.92,7.28,4.1,0,0,1,0,0,0,0,0,0,0,0,0
2016-01-15,330923.0,0.34,7.79,4.07,0,0,0,0,0,0,0,1,0,0,0,0
2016-01-15,289437.0,2.25,7.92,5.08,0,0,0,0,0,0,0,0,1,0,0,0
2016-01-15,511817.0,-0.63,4.96,2.17,1,0,0,0,0,0,0,0,0,0,0,0
2016-01-15,301388.0,1.78,9.3,5.54,0,0,0,0,0,0,0,0,0,0,1,0
2016-01-16,517930.0,-1.3,5.48,2.09,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-16,140578.0,-2.7,5.18,1.24,0,0,0,1,0,0,0,0,0,0,0,0
2016-01-16,147535.0,-0.82,3.0,1.09,0,1,0,0,0,0,0,0,0,0,0,0
2016-01-16,197673.0,0.04,6.52,3.28,0,0,0,0,0,0,1,0,0,0,0,0
2016-01-16,339739.0,0.36,6.16,3.26,0,0,0,0,0,1,0,0,0,0,0,0
2016-01-16,311908.0,-0.19,3.23,1.52,0,0,0,0,1,0,0,0,0,0,0,0
2016-01-16,194068.0,-1.7,8.25,3.28,0,0,0,0,0,0,0,0,0,1,0,0
2016-01-16,160075.0,0.52,8.85,4.69,0,0,1,0,0,0,0,0,0,0,0,0
2016-01-16,322677.0,-1.39,7.98,3.29,0,0,0,0,0,0,0,1,0,0,0,0
2016-01-16,294809.0,0.05,6.02,3.04,0,0,0,0,0,0,0,0,1,0,0,0
2016-01-16,496477.0,-1.35,2.3,0.47,1,0,0,0,0,0,0,0,0,0,0,0
2016-01-16,301477.0,0.6,7.87,4.23,0,0,0,0,0,0,0,0,0,0,1,0
2016-01-17,506342.0,0.08,3.86,1.97,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-17,135003.0,-2.05,5.45,1.7,0,0,0,1,0,0,0,0,0,0,0,0
2016-01-17,142183.0,-1.85,3.3,0.72,0,1,0,0,0,0,0,0,0,0,0,0
2016-01-17,194386.0,-0.62,5.4,2.39,0,0,0,0,0,0,1,0,0,0,0,0
2016-01-17,324311.0,-0.02,4.2,2.09,0,0,0,0,0,1,0,0,0,0,0,0
2016-01-17,299551.0,-2.77,2.14,-0.31,0,0,0,0,1,0,0,0,0,0,0,0
2016-01-17,188322.0,-2.55,7.25,2.35,0,0,0,0,0,0,0,0,0,1,0,0
2016-01-17,153452.0,0.53,7.82,4.18,0,0,1,0,0,0,0,0,0,0,0,0
2016-01-17,312688.0,-1.67,7.79,3.06,0,0,0,0,0,0,0,1,0,0,0,0
2016-01-17,281065.0,-0.64,8.45,3.9,0,0,0,0,0,0,0,0,1,0,0,0
2016-01-17,486083.0,-1.69,2.45,0.38,1,0,0,0,0,0,0,0,0,0,0,0
2016-01-17,300953.0,0.83,7.65,4.24,0,0,0,0,0,0,0,0,0,0,1,0
2016-01-18,590668.0,-1.92,0.4,-0.76,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-18,156141.0,-0.93,1.18,0.13,0,0,0,1,0,0,0,0,0,0,0,0
2016-01-18,169620.0,-5.6,0.08,-2.76,0,1,0,0,0,0,0,0,0,0,0,0
2016-01-18,220676.0,-0.28,1.86,0.79,0,0,0,0,0,0,1,0,0,0,0,0
2016-01-18,378590.0,-2.78,0.08,-1.35,0,0,0,0,0,1,0,0,0,0,0,0
2016-01-18,352850.0,-7.64,-1.53,-4.59,0,0,0,0,1,0,0,0,0,0,0,0
2016-01-18,221603.0,1.5,3.7,2.6,0,0,0,0,0,0,0,0,0,1,0,0
2016-01-18,178330.0,2.92,5.18,4.05,0,0,1,0,0,0,0,0,0,0,0,0
2016-01-18,338377.0,3.3,8.33,5.82,0,0,0,0,0,0,0,1,0,0,0,0
2016-01-18,312514.0,1.06,5.56,3.31,0,0,0,0,0,0,0,0,1,0,0,0
2016-01-18,546577.0,-4.26,2.09,-1.09,1,0,0,0,0,0,0,0,0,0,0,0
2016-01-18,328060.0,-1.52,5.37,1.92,0,0,0,0,0,0,0,0,0,0,1,0
2016-01-19,615331.0,-3.2,0.58,-1.31,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-19,156599.0,-0.05,2.2,1.08,0,0,0,1,0,0,0,0,0,0,0,0
2016-01-19,168242.0,-1.3,2.68,0.69,0,1,0,0,0,0,0,0,0,0,0,0
2016-01-19,232434.0,-3.96,0.96,-1.5,0,0,0,0,0,0,1,0,0,0,0,0
2016-01-19,394563.0,-5.42,1.28,-2.07,0,0,0,0,0,1,0,0,0,0,0,0
2016-01-19,369607.0,-5.4,-0.87,-3.14,0,0,0,0,1,0,0,0,0,0,0,0
2016-01-19,225670.0,1.1,3.3,2.2,0,0,0,0,0,0,0,0,0,1,0,0
2016-01-19,183553.0,2.92,4.35,3.64,0,0,1,0,0,0,0,0,0,0,0,0
2016-01-19,324026.0,5.29,9.46,7.37,0,0,0,0,0,0,0,1,0,0,0,0
2016-01-19,302771.0,3.07,9.51,6.29,0,0,0,0,0,0,0,0,1,0,0,0
2016-01-19,527470.0,-0.34,5.99,2.83,1,0,0,0,0,0,0,0,0,0,0,0
2016-01-19,318946.0,1.65,8.58,5.12,0,0,0,0,0,0,0,0,0,0,1,0
2016-01-20,630629.0,-5.18,-0.66,-2.92,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-20,156938.0,-0.6,1.98,0.69,0,0,0,1,0,0,0,0,0,0,0,0
2016-01-20,166591.0,0.57,2.02,1.29,0,1,0,0,0,0,0,0,0,0,0,0
2016-01-20,238364.0,-5.1,1.62,-1.74,0,0,0,0,0,0,1,0,0,0,0,0
2016-01-20,401137.0,-5.5,1.86,-1.82,0,0,0,0,0,1,0,0,0,0,0,0
2016-01-20,374636.0,-5.44,-0.83,-3.14,0,0,0,0,1,0,0,0,0,0,0,0
2016-01-20,223512.0,1.3,4.9,3.1,0,0,0,0,0,0,0,0,0,1,0,0
2016-01-20,182983.0,2.58,5.95,4.26,0,0,1,0,0,0,0,0,0,0,0,0
2016-01-20,317539.0,2.88,9.99,6.43,0,0,0,0,0,0,0,1,0,0,0,0
2016-01-20,282181.0,3.77,11.46,7.62,0,0,0,0,0,0,0,0,1,0,0,0
2016-01-20,509605.0,2.18,6.35,4.27,1,0,0,0,0,0,0,0,0,0,0,0
2016-01-20,308347.0,2.77,10.02,6.39,0,0,0,0,0,0,0,0,0,0,1,0
2016-01-21,630756.0,-5.56,4.32,-0.62,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-21,158887.0,-1.7,2.45,0.38,0,0,0,1,0,0,0,0,0,0,0,0
2016-01-21,166226.0,-3.42,4.45,0.52,0,1,0,0,0,0,0,0,0,0,0,0
2016-01-21,235930.0,-4.08,3.6,-0.24,0,0,0,0,0,0,1,0,0,0,0,0
2016-01-21,392626.0,-4.3,3.96,-0.17,0,0,0,0,0,1,0,0,0,0,0,0
2016-01-21,368933.0,-5.81,1.93,-1.94,0,0,0,0,1,0,0,0,0,0,0,0
2016-01-21,232473.0,-1.05,3.65,1.3,0,0,0,0,0,0,0,0,0,1,0,0
2016-01-21,188141.0,1.85,9.5,5.68,0,0,1,0,0,0,0,0,0,0,0,0
2016-01-21,331165.0,0.39,9.87,5.13,0,0,0,0,0,0,0,1,0,0,0,0
2016-01-21,286874.0,0.23,11.57,5.9,0,0,0,0,0,0,0,0,1,0,0,0
2016-01-21,515848.0,0.02,5.15,2.58,1,0,0,0,0,0,0,0,0,0,0,0
2016-01-21,306582.0,0.83,10.93,5.88,0,0,0,0,0,0,0,0,0,0,1,0
2016-01-22,604251.0,-1.82,7.34,2.76,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-22,156092.0,-2.52,8.13,2.81,0,0,0,1,0,0,0,0,0,0,0,0
2016-01-22,168393.0,-4.37,6.23,0.93,0,1,0,0,0,0,0,0,0,0,0,0
2016-01-22,224149.0,-0.1,8.66,4.28,0,0,0,0,0,0,1,0,0,0,0,0
2016-01-22,392413.0,-0.96,7.5,3.27,0,0,0,0,0,1,0,0,0,0,0,0
2016-01-22,368718.0,-6.24,4.79,-0.73,0,0,0,0,1,0,0,0,0,0,0,0
2016-01-22,214133.0,1.9,11.45,6.68,0,0,0,0,0,0,0,0,0,1,0,0
2016-01-22,168898.0,4.35,13.58,8.96,0,0,1,0,0,0,0,0,0,0,0,0
2016-01-22,326167.0,2.69,10.9,6.79,0,0,0,0,0,0,0,1,0,0,0,0
2016-01-22,293552.0,0.85,10.03,5.44,0,0,0,0,0,0,0,0,1,0,0,0
2016-01-22,515253.0,-3.5,9.05,2.77,1,0,0,0,0,0,0,0,0,0,0,0
2016-01-22,304251.0,0.87,10.77,5.82,0,0,0,0,0,0,0,0,0,0,1,0
2016-01-23,505895.0,4.9,7.08,5.99,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-23,126003.0,4.63,8.72,6.68,0,0,0,1,0,0,0,0,0,0,0,0
2016-01-23,136921.0,2.4,10.55,6.48,0,1,0,0,0,0,0,0,0,0,0,0
2016-01-23,187541.0,3.6,9.02,6.31,0,0,0,0,0,0,1,0,0,0,0,0
2016-01-23,331261.0,4.38,8.3,6.34,0,0,0,0,0,1,0,0,0,0,0,0
2016-01-23,315508.0,0.46,8.71,4.59,0,0,0,0,1,0,0,0,0,0,0,0
2016-01-23,174071.0,5.4,11.45,8.43,0,0,0,0,0,0,0,0,0,1,0,0
2016-01-23,149608.0,3.47,12.32,7.9,0,0,1,0,0,0,0,0,0,0,0,0
2016-01-23,272418.0,7.74,13.84,10.79,0,0,0,0,0,0,0,1,0,0,0,0
2016-01-23,256367.0,6.73,14.88,10.8,0,0,0,0,0,0,0,0,1,0,0,0
2016-01-23,455720.0,3.65,10.24,6.95,1,0,0,0,0,0,0,0,0,0,0,0
2016-01-23,279314.0,4.02,13.07,8.54,0,0,0,0,0,0,0,0,0,0,1,0
2016-01-24,461596.0,4.82,10.88,7.85,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-24,117617.0,1.83,12.25,7.04,0,0,0,1,0,0,0,0,0,0,0,0
2016-01-24,133165.0,-1.85,9.27,3.71,0,1,0,0,0,0,0,0,0,0,0,0
2016-01-24,168271.0,6.2,11.88,9.04,0,0,0,0,0,0,1,0,0,0,0,0
2016-01-24,307268.0,4.86,10.22,7.54,0,0,0,0,0,1,0,0,0,0,0,0
2016-01-24,290253.0,-0.76,7.13,3.19,0,0,0,0,1,0,0,0,0,0,0,0
2016-01-24,149022.0,6.95,16.3,11.62,0,0,0,0,0,0,0,0,0,1,0,0
2016-01-24,120397.0,9.8,15.53,12.66,0,0,1,0,0,0,0,0,0,0,0,0
2016-01-24,259240.0,4.94,16.51,10.73,0,0,0,0,0,0,0,1,0,0,0,0
2016-01-24,263198.0,2.39,14.36,8.38,0,0,0,0,0,0,0,0,1,0,0,0
