moyenne_conso_16_a_18
445794.33
120374.33
123277.0
175263.67
294249.67
256794.67
165135.33
138959.67
265603.67
256528.33
429066.67
253463.0
481503.67
125987.33
134339.0
181312.33
319887.67
280175.0
176186.67
149719.33
281789.33
264294.33
457529.0
265528.33
488835.33
131502.0
141330.33
188527.33
334539.33
295975.67
187713.67
156734.33
290474.67
270894.67
475288.33
273184.0
501146.33
138191.67
150970.67
193776.0
347171.33
313453.33
200254.67
165410.67
309084.33
273758.33
492075.0
276493.0
504881.33
138475.0
150589.33
195693.0
350484.33
316871.67
199124.33
163574.0
312628.33
276095.67
482961.0
275112.0
504345.67
136417.0
149027.67
197364.33
349529.33
313167.67
200732.0
166332.67
318387.67
282708.33
480216.33
279983.33
500429.0
135311.67
145231.0
194075.33
348068.33
308811.67
191472.33
159935.0
305885.67
281301.67
482253.0
275874.67
500998.33
134010.0
146054.0
195572.33
346681.67
313885.67
190151.67
158545.67
302942.33
282287.33
478419.33
274054.33
493611.67
131242.33
146798.33
190320.0
346109.67
312249.0
185706.0
158420.33
299780.0
282789.0
485068.67
276124.33
485194.33
129632.33
145463.67
186280.67
337413.67
308094.67
182275.67
153145.0
291970.67
276465.0
491497.33
276762.33
501415.67
135364.0
151862.0
196310.67
351948.0
323144.33
193207.0
160520.67
305052.0
280336.0
494731.33
284441.0
507935.33
136783.0
153680.67
199914.33
356088.67
323625.33
200849.67
169931.33
312177.67
278837.67
491257.33
285163.33
515807.67
138959.67
152519.67
201603.0
356362.67
320488.33
202118.0
170542.0
318523.67
285655.67
483910.0
284607.33
503690.0
135115.67
148274.67
196731.67
349992.67
311262.67
187601.67
160349.0
306551.67
292042.67
493922.67
290148.67
525831.33
141338.33
154587.33
201656.67
365471.33
324781.33
198444.33
164130.33
318684.0
297442.33
505205.67
294177.67
525573.0
139856.67
156229.67
201439.67
362180.67
326017.67
195236.33
160349.67
315148.67
297869.0
510247.0
300339.0
541397.33
146404.67
160279.33
207919.67
367931.67
335090.33
204308.67
164524.67
327350.33
299819.67
519411.67
302283.67
569333.33
155772.67
171049.67
217078.33
385693.0
354373.67
220622.67
176528.0
347913.33
318837.33
546747.67
317135.33
584055.33
157305.0
168756.67
223123.33
389889.67
355242.0
225656.33
181242.33
342908.33
313119.67
524914.0
309744.67
575359.0
152956.33
164126.0
221025.33
383430.33
347376.33
217470.33
177340.0
333675.33
298779.33
512840.0
301542.0
554145.67
145720.0
153764.0
214286.0
369905.0
331402.67
205258.0
169573.67
312996.33
286760.0
500315.33
282655.33
542259.67
145213.33
156962.0
208283.33
371478.33
338294.33
200344.33
162071.33
318912.33
290496.0
506000.0
281929.67
533557.33
139241.0
153484.33
201936.33
361401.67
330675.33
196213.67
163402.33
308575.0
276276.0
489763.33
275661.0
509722.33
137503.33
154586.67
192268.67
350734.33
326366.33
188090.0
154342.67
304809.33
283755.33
512252.67
280852.67
526638.0
141650.0
159073.0
201394.67
357061.0
333802.67
204056.0
167030.33
323314.0
289550.67
505743.33
290854.0
528776.0
142139.33
160217.33
204577.33
362515.67
335225.67
205166.33
173285.67
323721.33
297085.67
506910.67
283271.0
509188.67
137379.0
153072.33
199104.0
355130.67
323477.67
194872.33
165725.0
310073.0
278989.33
489576.0
272995.33
467739.0
125758.33
139465.0
180532.33
330267.67
304191.33
173552.33
145869.0
294920.33
276593.0
470966.67
258875.33
480407.67
124890.67
141026.67
186947.67
339679.0
304355.33
185781.33
151460.67
298809.67
273106.33
473036.33
258036.33
472168.67
126595.0
145176.0
182557.67
337970.0
307646.67
178525.33
147540.0
294466.0
277662.33
475767.67
264654.0
453708.0
120138.67
138846.33
177102.67
336776.33
301882.0
171791.0
143751.33
282125.67
270650.33
463182.33
258557.0
471260.0
126489.67
144366.0
185251.33
348822.33
315539.33
184700.33
154370.67
291472.33
265443.33
466887.67
257563.0
477663.0
130688.67
147209.0
188689.33
347364.0
318700.67
190535.33
156618.33
299927.33
273563.67
473229.0
263992.33
477875.0
130113.33
143492.67
190504.67
340035.33
306272.67
188931.33
156813.67
301194.67
274752.33
463477.0
266147.33
478802.33
131186.33
141795.0
187597.33
336970.67
304350.0
183284.67
151487.33
293866.67
276555.0
475700.0
269484.33
496003.33
132820.33
144419.33
194489.67
341718.67
308694.0
190863.33
159487.67
303054.33
276503.0
477296.67
270272.0
503293.33
136456.67
146291.33
198085.0
341493.0
307336.67
199948.0
168118.33
313925.0
283434.0
477698.33
272615.67
504451.67
134036.0
148252.0
194364.33
336613.67
313288.67
193487.33
162966.67
305904.0
288272.33
492351.33
273740.67
527718.67
140908.67
155768.0
202508.0
353728.67
328784.33
203166.33
170421.33
323188.67
294182.0
502744.67
285600.0
544131.0
147614.33
155634.0
208813.0
364094.0
331361.33
210037.33
172914.0
336698.33
296040.0
498905.67
288657.67
535625.0
145216.33
152634.0
206984.33
355197.0
324486.0
207358.67
171768.67
329547.0
297572.33
491898.33
285249.67
516728.0
138499.67
147337.33
197752.67
339728.67
