conso_observée_2019,conso_prédite,moyenne_conso_16_a_18,Mois,insee
321075.0,359658.0,312361.67,9,11
320769.0,351594.0,334648.0,9,11
312291.0,353854.0,339414.33,9,11
284080.0,351029.0,334532.67,9,11
274889.0,348153.0,321461.67,9,11
318788.0,350670.0,304905.0,9,11
320585.0,357501.0,306602.0,9,11
317347.0,381384.0,324415.0,9,11
318727.0,381076.0,342063.0,9,11
317765.0,369006.0,342051.67,9,11
283081.0,349796.0,336429.67,9,11
269986.0,357295.0,322136.33,9,11
317538.0,364383.0,307308.33,9,11
321574.0,366952.0,306337.0,9,11
329804.0,373937.0,320951.33,9,11
328211.0,362021.0,341607.0,9,11
321728.0,368903.0,343282.0,9,11
282728.0,372036.0,338633.33,9,11
275094.0,370855.0,327460.67,9,11
327031.0,378816.0,315979.67,9,11
335138.0,362380.0,320054.33,10,11
340119.0,385031.0,338473.0,10,11
361253.0,417235.0,352732.0,10,11
354651.0,392633.0,354600.33,10,11
321992.0,380100.0,355851.67,10,11
305059.0,375889.0,348633.33,10,11
351854.0,382720.0,342728.67,10,11
367417.0,388113.0,338633.33,10,11
369562.0,389397.0,353735.0,10,11
367250.0,383850.0,374280.33,10,11
357452.0,377121.0,375620.33,10,11
318365.0,372499.0,371640.33,10,11
298523.0,349642.0,360856.0,10,11
336934.0,355446.0,341384.33,10,11
346986.0,384158.0,332452.0,10,11
360970.0,389192.0,339584.67,10,11
362294.0,385391.0,355515.0,10,11
352990.0,388883.0,360694.67,10,11
329513.0,391862.0,367564.67,10,11
328734.0,402186.0,356529.33,10,11
379810.0,394071.0,344513.0,10,11
399470.0,412921.0,354050.33,10,11
388421.0,395663.0,378031.67,10,11
373209.0,383490.0,387767.0,10,11
372478.0,390424.0,377365.33,10,11
330498.0,377584.0,384014.33,10,11
336401.0,410147.0,381189.33,10,11
397265.0,411791.0,380134.67,10,11
414602.0,413075.0,388447.0,10,11
420253.0,416568.0,406887.0,10,11
410163.0,407939.0,418138.0,10,11
359645.0,391811.0,382597.33,11,11
342619.0,394020.0,417052.33,11,11
351964.0,401108.0,422332.0,11,11
401792.0,397615.0,410508.33,11,11
422198.0,409274.0,399256.67,11,11
426340.0,409582.0,419148.67,11,11
429050.0,413948.0,471076.0,11,11
450254.0,428073.0,479502.33,11,11
424431.0,433723.0,465072.33,11,11
415331.0,432131.0,436969.0,11,11
436587.0,430076.0,399453.33,11,11
490998.0,431155.0,426564.0,11,11
495902.0,427508.0,443119.0,11,11
497301.0,434750.0,466872.33,11,11
519149.0,451648.0,465170.0,11,11
478492.0,445228.0,455958.33,11,11
448037.0,429460.0,442670.67,11,11
508707.0,434545.0,440062.0,11,11
499946.0,426737.0,457360.67,11,11
525957.0,446872.0,480767.0,11,11
518653.0,434390.0,487651.33,11,11
478485.0,418057.0,484180.0,11,11
431220.0,413691.0,468284.0,11,11
415407.0,416722.0,443681.67,11,11
454186.0,409582.0,446255.33,11,11
443823.0,402546.0,459976.33,11,11
444253.0,404189.0,475329.33,11,11
442401.0,404754.0,493026.0,11,11
453436.0,418982.0,512171.0,11,11
445187.0,433466.0,521118.67,11,11
465207.0,449953.0,522816.0,12,11
532979.0,448669.0,473966.0,12,11
549114.0,450672.0,477576.33,12,11
554214.0,453343.0,494194.0,12,11
566658.0,471526.0,511047.0,12,11
549917.0,439013.0,501296.67,12,11
450635.0,413280.0,508787.33,12,11
417827.0,407528.0,501998.67,12,11
481984.0,422115.0,486131.0,12,11
517604.0,444971.0,485457.0,12,11
499476.0,428381.0,493258.67,12,11
518216.0,436085.0,538485.33,12,11
495475.0,418674.0,544544.0,12,11
445601.0,417698.0,548459.33,12,11
423209.0,416362.0,541218.67,12,11
465812.0,412356.0,500584.0,12,11
443980.0,397718.0,497459.33,12,11
455460.0,420471.0,507379.0,12,11
434401.0,399669.0,526930.67,12,11
421418.0,408298.0,513136.33,12,11
408830.0,418006.0,483309.33,12,11
393814.0,415900.0,447895.67,12,11
431799.0,416414.0,424574.0,12,11
405026.0,408966.0,404996.67,12,11
369621.0,420831.0,396732.67,12,11
432586.0,425402.0,459900.67,12,11
420985.0,417595.0,495541.33,12,11
406952.0,430281.0,510442.67,12,11
438965.0,451546.0,504788.67,12,11
490315.0,445279.0,462870.33,12,11
504624.0,455963.0,452874.67,12,11
118571.0,139108.0,120374.33,1,24
132902.0,148302.0,125987.33,1,24
149410.0,162478.0,131502.0,1,24
154496.0,167973.0,138191.67,1,24
143980.0,164481.0,138475.0,1,24
138839.0,156160.0,136417.0,1,24
146858.0,147377.0,135311.67,1,24
143424.0,136899.0,134010.0,1,24
149832.0,155955.0,131242.33,1,24
155407.0,166895.0,129632.33,1,24
154138.0,160474.0,135364.0,1,24
135617.0,140340.0,136783.0,1,24
120550.0,128681.0,138959.67,1,24
134972.0,130684.0,135115.67,1,24
139806.0,138440.0,141338.33,1,24
149332.0,159190.0,139856.67,1,24
143384.0,140084.0,146404.67,1,24
154639.0,170644.0,155772.67,1,24
147502.0,168538.0,157305.0,1,24
131978.0,152256.0,152956.33,1,24
155304.0,177989.0,145720.0,1,24
165946.0,180095.0,145213.33,1,24
156518.0,163094.0,139241.0,1,24
161573.0,172853.0,137503.33,1,24
154027.0,155030.0,141650.0,1,24
131965.0,137310.0,142139.33,1,24
126040.0,143987.0,137379.0,1,24
148732.0,149740.0,125758.33,1,24
156779.0,166638.0,124890.67,1,24
156538.0,160629.0,126595.0,1,24
159376.0,154876.0,120138.67,1,24
142724.0,144347.0,126489.67,2,24
135799.0,157239.0,130688.67,2,24
137998.0,158317.0,130113.33,2,24
165818.0,175832.0,131186.33,2,24
154368.0,151948.0,132820.33,2,24
142820.0,131506.0,136456.67,2,24
133890.0,124469.0,134036.0,2,24
139697.0,130684.0,140908.67,2,24
124519.0,121285.0,147614.33,2,24
127224.0,129606.0,145216.33,2,24
142525.0,143268.0,138499.67,2,24
143645.0,152976.0,141512.0,2,24
143208.0,150767.0,140561.67,2,24
139520.0,137824.0,133554.33,2,24
133656.0,128732.0,132076.0,2,24
119161.0,126986.0,131628.67,2,24
109854.0,117484.0,132065.0,2,24
122995.0,127243.0,131554.67,2,24
124901.0,129811.0,133017.0,2,24
127260.0,130325.0,129392.33,2,24
124682.0,121901.0,125410.0,2,24
119999.0,117946.0,133242.67,2,24
104994.0,112810.0,137437.0,2,24
105073.0,127346.0,136153.33,2,24
122090.0,123288.0,133902.33,2,24
115846.0,113221.0,140807.67,2,24
114570.0,103513.0,146014.0,2,24
119804.0,119693.0,150683.33,2,24
119209.0,120977.0,150602.0,3,24
105465.0,114300.0,135801.67,3,24
102264.0,104438.0,128319.67,3,24
122357.0,125240.0,120143.0,3,24
126314.0,124264.0,123737.67,3,24
120928.0,117792.0,127212.33,3,24
123842.0,121644.0,134601.0,3,24
125003.0,130530.0,132937.33,3,24
108414.99999999999,109574.0,123660.33,3,24
106391.0,105825.0,115061.67,3,24
120727.0,133663.0,106429.0,3,24
125518.0,131609.0,108248.0,3,24
127121.0,131763.0,114122.67,3,24
128867.0,127551.0,119666.67,3,24
121864.0,108547.0,118955.33,3,24
113957.00000000001,111423.0,118960.33,3,24
109689.99999999999,127089.0,115770.67,3,24
126612.0,134691.0,115728.67,3,24
124861.0,137259.0,118799.33,3,24
122441.0,133971.0,123636.67,3,24
116805.0,118614.0,127561.67,3,24
114010.0,115070.0,129172.33,3,24
97977.00000000001,120874.0,128193.33,3,24
98101.0,132585.0,119571.0,3,24
117352.0,135255.0,107741.33,3,24
117001.0,132276.0,102561.33,3,24
116534.0,130890.0,107147.67,3,24
113481.00000000001,122055.0,108413.67,3,24
107586.0,115430.0,112990.33,3,24
90793.0,106903.0,109910.33,3,24
84442.0,104643.0,110334.67,3,24
96785.0,97350.0,102777.33,4,24
99247.0,106390.0,97474.67,4,24
109290.0,135975.0,98746.33,4,24
116582.0,137772.0,103200.0,4,24
113892.0,128630.0,103495.33,4,24
101431.0,119898.0,105124.0,4,24
95165.99999999999,123288.0,97806.33,4,24
105292.00000000001,118152.0,91550.0,4,24
104311.0,111064.0,91220.33,4,24
107138.99999999999,124726.0,95098.0,4,24
107087.0,117125.0,100266.67,4,24
108003.0,133971.0,102711.33,4,24
100418.0,144655.0,98730.67,4,24
99643.0,147480.0,94077.33,4,24
111312.0,127551.0,90660.33,4,24
106413.99999999999,111167.0,90067.0,4,24
101747.0,107828.0,90659.33,4,24
95433.00000000001,83739.0,99626.0,4,24
90647.00000000001,80298.0,99469.33,4,24
78037.0,74391.0,99506.67,4,24
74487.0,87540.0,92726.33,4,24
76107.0,82301.0,85478.33,4,24
89585.0,88259.0,85175.0,4,24
94419.99999999999,100380.0,93321.33,4,24
99755.00000000001,107417.0,103737.33,4,24
99192.99999999999,115686.0,106571.67,4,24
89356.0,111475.0,108501.67,4,24
89382.0,121234.0,102259.67,4,24
100867.0,120412.0,94550.67,4,24
96868.0,110396.0,95940.33,4,24
78740.0,105414.0,90278.33,5,24
95594.99999999999,106852.0,100434.67,5,24
98505.0,113272.0,98141.0,5,24
94507.99999999999,133561.0,96178.0,5,24
93863.99999999999,132893.0,84936.67,5,24
106530.0,132841.0,78499.0,5,24
101010.00000000001,114505.0,76059.0,5,24
88307.0,97915.0,74464.33,5,24
100934.0,104438.0,85961.0,5,24
97158.00000000001,107725.0,83589.33,5,24
84834.0,100637.0,85865.67,5,24
81084.0,114711.0,84717.67,5,24
95376.0,107417.0,79462.0,5,24
94782.00000000001,100843.0,82504.67,5,24
91137.00000000001,105465.0,85378.33,5,24
90384.0,109112.0,84099.33,5,24
89396.0,95296.0,88506.33,5,24
81003.0,101510.0,89126.33,5,24
76707.0,95244.0,84824.0,5,24
89420.0,95758.0,78732.0,5,24
88942.0,88362.0,72202.33,5,24
87926.0,88464.0,79673.0,5,24
86116.0,87848.0,87081.67,5,24
84227.0,79116.0,86868.0,5,24
73515.0,80298.0,81183.67,5,24
68196.0,86564.0,77062.33,5,24
83219.0,79784.0,73277.33,5,24
85973.0,99969.0,73155.33,5,24
86870.0,101459.0,78792.0,5,24
73975.0,77473.0,86012.67,5,24
77606.0,74340.0,88692.33,5,24
70988.0,55490.0,87964.0,6,24
68198.0,41622.0,84434.33,6,24
82338.0,63399.0,77814.0,6,24
85890.0,52716.0,75208.33,6,24
84613.0,109009.0,74806.0,6,24
83814.0,92060.0,83466.67,6,24
88860.0,94422.0,84485.67,6,24
82607.0,89543.0,84565.33,6,24
73880.0,89440.0,80040.67,6,24
76676.0,89337.0,74613.33,6,24
85701.0,110088.0,74247.67,6,24
88660.0,101510.0,78748.67,6,24
86656.0,86513.0,84854.67,6,24
82668.0,73723.0,86727.33,6,24
71309.0,80709.0,86987.33,6,24
66062.0,79425.0,82147.33,6,24
81083.0,64889.0,76498.33,6,24
83173.0,47631.0,75670.0,6,24
85482.0,57698.0,81578.67,6,24
83766.0,73415.0,90221.33,6,24
83102.0,82044.0,91496.0,6,24
72925.0,64529.0,90634.67,6,24
69830.0,50353.0,85079.33,6,24
88096.0,34020.0,78092.33,6,24
93605.0,28832.0,76705.67,6,24
95660.0,14708.0,81792.67,6,24
95570.0,10342.0,87659.0,6,24
92936.00000000001,7774.0,87419.0,6,24
83050.0,12294.0,85814.0,6,24
76693.0,32993.0,83072.33,6,24
87055.0,50405.0,77859.33,7,24
89797.0,58417.0,76086.0,7,24
88062.0,53692.0,79512.0,7,24
89364.0,44858.0,85592.67,7,24
92398.0,34842.0,86591.67,7,24
82754.0,30322.0,86250.33,7,24
75563.0,41879.0,83876.33,7,24
88719.0,55130.0,78920.33,7,24
88693.0,62834.0,78310.67,7,24
93484.0,56209.0,81353.67,7,24
96236.0,40749.0,85735.33,7,24
93063.00000000001,53795.0,86937.33,7,24
78714.0,56517.0,86558.33,7,24
71868.0,64632.0,73947.33,7,24
86862.0,66122.0,74399.67,7,24
89892.0,59753.0,76897.0,7,24
91592.0,52921.0,82615.33,7,24
91485.0,54257.0,90913.0,7,24
90809.99999999999,44395.0,93047.0,7,24
79374.0,46655.0,87997.0,7,24
74382.0,46861.0,83726.0,7,24
90764.0,33661.0,78962.0,7,24
95574.00000000001,5257.0,78623.33,7,24
97888.0,-1523.0,81864.67,7,24
97896.00000000001,-7173.0,87634.33,7,24
91255.0,37461.0,88981.0,7,24
76437.0,58109.0,87980.67,7,24
67179.0,65505.0,81481.0,7,24
81154.0,60626.0,76022.0,7,24
87331.0,57647.0,76236.33,7,24
84622.0,68176.0,79393.67,7,24
85944.0,62013.0,83498.33,8,24
84624.0,50507.0,84443.67,8,24
72058.0,52202.0,84875.67,8,24
68715.0,39465.0,80847.0,8,24
79161.0,43779.0,74253.33,8,24
81187.0,52665.0,73958.33,8,24
77566.0,51997.0,76731.0,8,24
78399.0,42649.0,78967.33,8,24
78052.0,31657.0,77809.67,8,24
67970.0,47888.0,76146.33,8,24
62154.0,77832.0,74189.0,8,24
70796.0,76137.0,70899.67,8,24
74041.0,82249.0,70669.0,8,24
72989.0,68073.0,71574.0,8,24
62775.0,61448.0,68737.0,8,24
71306.0,67560.0,78083.33,8,24
64225.0,61704.0,79772.67,8,24
68135.0,54925.0,77883.0,8,24
79852.0,75880.0,72835.0,8,24
89482.0,72234.0,73201.67,8,24
99054.0,69922.0,76448.0,8,24
95323.0,61396.0,83216.0,8,24
95022.0,51329.0,84259.0,8,24
69581.0,41005.0,85169.33,8,24
66166.0,34585.0,80909.33,8,24
93651.0,28216.0,76848.33,8,24
101466.00000000001,33866.0,76457.33,8,24
102073.0,44960.0,81402.0,8,24
96865.0,52716.0,86235.0,8,24
92088.0,46142.0,84803.67,8,24
79682.0,42135.0,84947.0,8,24
69741.0,69203.0,81066.0,9,24
92888.0,80709.0,76038.67,9,24
95032.0,76651.0,76044.0,9,24
95138.00000000001,72491.0,79729.0,9,24
96889.00000000001,93138.0,85625.33,9,24
98064.00000000001,94936.0,85843.33,9,24
84788.0,81017.0,85113.33,9,24
66616.0,96580.0,81335.67,9,24
108645.0,102281.0,75321.33,9,24
86386.0,81376.0,75460.67,9,24
85211.0,80760.0,79985.33,9,24
85275.0,66378.0,86211.67,9,24
84270.0,54873.0,88537.0,9,24
70954.0,50867.0,86171.33,9,24
66766.0,48915.0,81044.0,9,24
81296.0,50045.0,76246.33,9,24
83613.0,66789.0,76729.33,9,24
83811.0,81274.0,82000.33,9,24
82886.0,83225.0,87306.33,9,24
82676.0,76343.0,87740.67,9,24
76545.0,54206.0,86582.33,9,24
77780.0,74956.0,81584.33,9,24
80585.0,78808.0,76776.0,9,24
84420.0,73261.0,74995.67,9,24
86036.0,82147.0,79953.0,9,24
84765.0,69306.0,86644.67,9,24
84451.0,76856.0,87201.67,9,24
81568.0,80246.0,85450.67,9,24
84558.0,80709.0,83350.0,9,24
85528.0,87334.0,77630.0,9,24
87213.0,73621.0,78988.67,10,24
88027.0,89286.0,84288.33,10,24
88156.0,118768.0,88687.67,10,24
89634.00000000001,99918.0,91156.0,10,24
76808.0,88875.0,91557.67,10,24
74881.0,86358.0,87502.33,10,24
89545.0,106493.0,83885.67,10,24
91276.0,87283.0,83272.67,10,24
95782.99999999999,97299.0,86697.0,10,24
93816.99999999999,89954.0,93173.67,10,24
89240.0,81068.0,94487.0,10,24
77753.0,74699.0,94947.0,10,24
73544.0,56979.0,90609.33,10,24
84686.0,66173.0,84220.0,10,24
88531.0,94987.0,82308.67,10,24
93631.0,93087.0,83822.67,10,24
93503.0,92830.0,88895.33,10,24
92653.0,95706.0,90651.33,10,24
81384.0,96734.0,92397.0,10,24
81661.0,109728.0,89489.0,10,24
97016.0,106184.0,86535.67,10,24
104692.0,124675.0,88954.33,10,24
101954.0,98480.0,97539.0,10,24
99017.99999999999,96990.0,102312.33,10,24
97688.99999999999,95296.0,98769.67,10,24
85336.0,90622.0,98848.33,10,24
83831.0,110293.0,97581.67,10,24
103397.0,118203.0,101813.0,10,24
110118.99999999999,121336.0,105392.67,10,24
109097.0,117330.0,107760.67,10,24
105933.0,106698.0,113043.33,10,24
89612.0,97658.0,101625.0,11,24
88790.0,103873.0,107978.67,11,24
89691.0,111423.0,111691.0,11,24
107229.0,107417.0,105135.67,11,24
112263.0,117535.0,100269.67,11,24
114223.0,123442.0,109497.33,11,24
115169.0,125394.0,125847.67,11,24
121688.0,138235.0,126130.0,11,24
114270.0,146966.0,122176.0,11,24
107007.0,136385.0,113580.67,11,24
114008.0,140905.0,103918.0,11,24
130133.0,139519.0,110607.33,11,24
132102.0,143730.0,114280.67,11,24
131288.0,146504.0,123386.0,11,24
138265.0,154568.0,122865.67,11,24
122734.0,150202.0,120589.67,11,24
115067.0,145888.0,118424.33,11,24
130715.0,144038.0,115270.67,11,24
135211.0,146093.0,120463.33,11,24
141016.0,153027.0,124059.0,11,24
140590.0,152205.0,129887.33,11,24
129085.0,130633.0,129340.67,11,24
107167.0,111012.0,123123.0,11,24
101936.00000000001,131249.0,114581.0,11,24
117500.0,124572.0,113772.33,11,24
114584.0,110191.0,119555.33,11,24
117148.0,111167.0,127415.0,11,24
116594.0,114146.0,130681.0,11,24
117439.0,121644.0,136209.67,11,24
111939.0,140135.0,137564.0,11,24
112696.99999999999,143011.0,137233.0,12,24
138446.0,156109.0,137702.0,12,24
142734.0,159190.0,129375.0,12,24
150723.0,175164.0,130187.0,12,24
153512.0,171466.0,131142.67,12,24
150902.0,155235.0,131067.0,12,24
115677.0,121901.0,135748.67,12,24
108755.00000000001,116097.0,132530.67,12,24
129154.0,128527.0,128733.67,12,24
140876.0,157701.0,127956.0,12,24
135404.0,139724.0,133166.33,12,24
142120.0,142806.0,141657.0,12,24
132626.0,123185.0,144517.67,12,24
114551.0,119898.0,146743.33,12,24
108121.0,120104.0,146573.33,12,24
121648.0,117844.0,131061.67,12,24
120072.0,107828.0,131263.0,12,24
120552.0,124521.0,135402.0,12,24
118043.0,108290.0,140743.67,12,24
114231.0,116405.0,139212.0,12,24
110189.0,129452.0,134035.0,12,24
107776.99999999999,125856.0,123073.33,12,24
116091.0,122364.0,116592.0,12,24
105319.99999999999,116714.0,110212.33,12,24
98601.99999999999,130479.0,110820.33,12,24
115258.0,134331.0,125183.0,12,24
110231.0,122055.0,135380.33,12,24
