moyenne_conso_16_a_19
436500.75
119923.5
123089.75
170708.75
287929.75
252509.75
161758.75
136762.5
272241.75
264896.0
437320.5
256341.25
481175.25
127716.0
135306.5
181796.5
318196.0
280109.5
177429.5
150515.5
287797.25
273137.75
461211.5
269248.25
492823.25
135979.0
144553.5
191879.0
335292.25
299583.0
194172.5
161129.5
302752.75
281013.0
483357.25
279483.25
504893.75
142267.75
152946.75
198690.25
347252.5
314341.75
206063.0
170264.75
321829.5
285820.75
499241.0
284388.25
499661.5
139851.25
149753.5
195447.5
344192.75
310577.25
201473.25
166390.5
322193.0
284258.0
483132.75
280690.5
496612.0
137022.5
146748.75
194006.75
340020.25
304835.25
197803.75
164261.0
325844.25
290175.75
479482.75
281042.0
502893.5
138198.25
148280.0
193969.25
345078.75
309784.0
195606.75
162670.5
320431.0
295706.5
490980.5
282349.25
499690.75
136363.5
149162.0
194118.5
344315.75
315873.0
192348.0
159925.75
311959.5
294695.75
489449.25
282840.25
501700.5
135889.75
150620.25
193242.0
347601.5
316577.0
191844.0
161324.5
309224.25
291179.0
492388.0
283533.25
502292.0
136076.0
150228.0
192754.25
344762.0
315094.75
192645.25
159555.0
310360.25
289772.0
502026.25
286529.25
508467.25
140057.5
155320.75
197747.5
353246.25
327310.5
197938.0
163369.0
322338.0
293918.0
504148.25
293186.75
498261.25
136491.5
152645.0
194933.25
346996.75
319493.75
195199.0
164321.5
315886.75
287821.0
492327.0
291210.5
494428.75
134357.25
148473.25
192031.25
340818.5
309221.25
191389.5
161646.75
310385.25
287776.75
482528.25
285357.75
499538.25
135079.75
148442.5
193915.25
345471.25
311208.75
187448.75
159310.5
306558.25
289688.5
492282.0
287550.0
519700.25
140955.25
154647.25
199880.25
360818.5
324970.75
197584.5
163968.0
319602.75
294192.75
504530.75
292160.5
522754.5
142225.5
156828.0
200900.75
359020.75
325380.25
200087.5
162084.0
322683.5
298952.75
510495.75
298523.5
535556.0
145649.5
158927.5
206708.5
363813.0
332488.25
204049.75
165951.5
324228.25
298698.0
515334.75
296784.0
564382.5
155489.25
168406.25
217059.75
381172.25
348210.5
219493.75
177487.25
346096.75
314340.5
537538.5
310596.0
572509.0
154854.25
164978.75
219444.25
379806.25
344110.5
214824.5
174330.75
332996.0
305686.25
513144.25
304970.75
560237.5
147711.75
158607.5
214295.25
371088.0
334508.0
206889.75
169529.5
323586.0
294031.0
504530.25
297875.75
562570.75
148116.0
156266.75
216441.5
372958.25
332818.5
208531.75
171595.75
319971.5
290452.25
503398.75
288187.0
558809.25
150396.5
160554.25
211244.0
376586.0
343497.25
204691.75
165142.5
328209.25
298114.25
512846.25
290873.75
549775.75
143560.25
157412.75
206810.25
366826.25
335548.25
201162.25
166249.75
316539.75
287957.25
504024.5
288765.25
531773.0
143520.75
159246.0
200215.25
360238.5
333463.5
197020.75
160220.5
319417.75
297463.5
521232.75
291611.5
536819.25
144744.25
161921.5
203240.75
362731.0
337618.0
203565.25
165246.0
328216.75
301488.75
515283.75
300006.0
515268.25
139595.75
158753.5
198797.25
353395.75
328303.0
196322.25
165358.25
315055.5
297459.0
506423.5
288947.5
497899.0
134544.25
150476.5
194228.5
344477.0
313631.75
188212.75
160224.0
300906.75
281805.25
494228.0
277589.0
486245.5
131501.75
145220.0
187232.25
337259.25
310770.25
181205.25
151227.25
301730.75
284666.25
482466.0
270143.5
503821.25
132862.75
147019.0
194511.0
348355.5
312689.75
193686.5
158447.25
307335.75
283774.5
484668.75
271390.75
497370.25
134080.75
150319.0
192225.75
345437.25
316111.0
190303.5
157441.75
306203.75
287878.25
487552.75
276483.5
486454.75
129948.0
145164.25
191176.75
350397.25
310726.5
186291.5
156480.0
295344.25
281303.25
476099.75
272369.25
490660.75
130548.25
147611.5
193680.25
353939.75
319446.0
191818.75
162414.0
298647.0
273305.5
476579.75
267665.25
485611.75
131966.25
146087.0
191956.75
346203.25
312303.75
191162.0
159737.5
305000.0
279708.5
477066.0
267656.5
484185.25
132084.5
142769.0
191692.75
336135.25
302052.0
188855.25
157148.75
305780.25
284926.75
469310.0
271487.0
504760.75
139844.25
147396.25
196585.25
347478.5
311246.5
194171.5
157546.5
314171.5
289430.25
487521.5
277834.25
510675.75
138207.25
149401.0
201304.5
347299.5
314882.75
197980.25
163498.75
311070.25
283645.75
484648.5
276486.75
510444.25
138047.5
150967.0
199599.5
346039.25
315442.0
199524.75
166486.75
311102.75
282714.5
487380.0
277901.0
500229.75
133999.5
151718.25
194331.0
338440.75
317517.0
192782.5
162539.25
304949.75
288298.5
499415.5
279525.75
518859.5
140605.75
155721.25
200165.0
351527.5
327201.25
200724.5
168070.0
319412.0
292620.5
502943.75
286103.75
518459.75
141840.5
151354.75
200206.75
351031.25
319656.0
199078.75
165537.25
320232.25
292435.25
495415.5
284568.5
508620.75
140718.25
146726.75
197611.0
341773.75
310463.75
195265.25
162748.75
313504.5
290651.5
483146.75
279983.75
516359.5
139506.0
148977.0
197629.25
338969.75
309292.75
193643.25
161922.75
309592.0
287844.25
485845.75
280614.75
531517.25
142045.25
151440.75
204371.5
342903.5
318311.25
201938.75
167601.0
309819.0
281044.25
487554.5
281430.0
529837.0
141223.25
153297.25
202384.5
347150.5
324165.25
197469.75
163831.25
308503.0
281720.25
487922.0
280517.75
517798.75
135045.75
148053.0
197888.75
339128.5
316027.5
192125.5
158874.75
299673.0
271588.5
478694.25
272488.5
503083.75
132471.0
152317.25
193993.25
337841.5
323408.5
191339.0
157205.0
295172.75
272438.0
482692.25
274353.0
488675.25
128511.75
145605.0
191352.75
329816.75
309118.5
187562.75
158384.5
288902.75
268238.0
464872.0
268382.0
481740.5
126512.25
139589.0
184630.25
319370.5
299257.25
179269.75
150339.75
283346.5
261213.5
451557.0
261290.0
490513.75
129414.75
138908.25
185486.25
320736.0
296198.0
180106.75
146931.25
286606.25
266368.75
450956.25
264414.5
495960.0
130988.0
143767.25
187682.75
326737.5
303862.75
184102.75
153734.0
290803.25
266687.0
464695.25
267809.0
483223.25
128859.25
145950.25
184366.0
326573.75
307247.75
180310.75
149197.0
286745.75
268681.5
465414.25
271120.25
463747.0
125228.0
141595.75
180948.75
319535.0
298992.75
178533.25
145483.75
278956.75
262241.0
456661.75
266069.5
477432.25
129931.75
146111.75
188643.25
331578.0
306203.75
188604.5
153317.0
290888.5
264343.5
456483.75
269427.75
471527.25
129326.25
143798.0
185469.5
328177.75
304902.0
183036.0
150873.25
290426.25
258165.0
453954.0
262021.75
473828.75
128383.25
139663.5
187594.75
323404.25
298720.5
180580.5
149982.0
280169.0
251360.0
448001.75
257648.25
476794.75
130949.25
141578.5
189027.25
324074.0
300327.0
182963.0
151117.0
285746.5
254940.25
459839.0
257108.0
488203.25
134567.25
146465.5
190752.5
329703.0
308172.75
189578.5
156487.5
295754.0
260396.0
472817.0
268359.75
498552.0
138153.0
148969.25
196545.25
335216.0
308333.0
197940.75
163020.0
300705.0
267750.75
467562.5
280543.25
507985.0
142963.5
150748.0
200818.25
343375.75
316028.75
201719.5
166882.5
311431.25
275754.75
473932.25
281317.75
522621.0
142753.75
155002.5
205862.5
354252.5
324713.25
206576.5
171062.25
306386.75
271560.25
477370.0
279431.0
483972.5
128217.5
146314.0
191149.5
337041.0
310331.0
184447.75
156593.25
280941.75
255378.5
463508.0
263499.75
458348.75
121805.75
139731.5
178637.25
321096.25
297845.75
171683.75
146572.25
263672.25
247827.0
464508.75
252690.5
456518.5
120696.5
136525.5
176364.5
312388.0
288822.0
170035.0
143810.25
264278.75
252547.0
453523.5
255655.75
465075.75
124381.75
135668.25
181152.0
312969.75
286884.75
174285.0
146594.75
271494.25
254971.5
451517.25
252834.25
473952.25
125641.25
140669.0
183084.25
314462.5
294136.25
180656.25
150019.75
278155.5
251379.0
458548.5
258091.0
488401.75
131911.25
148124.25
188363.5
329073.25
306400.0
190108.25
157141.25
292294.75
260403.75
463386.75
257518.5
487437.25
130953.75
147887.5
189211.0
332216.5
310970.5
188554.75
157383.75
288486.0
260214.5
468132.25
260590.5
454668.0
119849.0
139895.5
177748.5
319255.25
293743.75
172033.0
145998.0
268665.25
252340.25
453448.0
252138.75
426613.75
112894.0
126980.75
167407.0
300061.75
274725.0
161187.5
134037.5
255264.5
237610.0
422149.25
238215.75
421687.5
110003.5
125346.5
164967.25
294894.25
273201.25
159870.25
134150.25
252545.5
233484.25
422269.5
234305.75
421936.25
112565.5
126412.0
169794.25
295661.75
273565.25
165454.5
139204.0
256913.75
236020.75
426590.5
235959.0
438848.25
117372.25
132207.0
174334.25
306806.25
283782.0
170934.25
142579.25
266387.0
241074.5
441857.5
237397.0
455918.75
121966.75
137573.0
181518.5
317284.75
295919.25
180441.75
151605.5
273369.75
242872.75
444619.5
241879.25
443215.0
119682.5
137057.0
175242.75
310702.0
298340.75
177001.5
147059.75
265998.75
233731.5
438647.25
238253.5
426445.25
117709.5
131665.75
168512.75
300832.75
284935.5
168744.25
141029.5
258886.75
230138.0
428639.5
236918.5
430186.0
114250.5
125567.0
169375.25
300735.75
275776.5
162564.75
138201.25
258318.5
234578.5
417490.25
231243.75
451867.25
118449.5
129393.5
178664.5
311189.75
282509.25
167170.5
141584.5
262673.0
242077.75
421703.0
232810.75
462943.0
120314.75
129148.25
181684.5
309312.5
282064.75
172799.25
146398.75
269731.25
239212.25
412308.25
231381.75
467687.75
123337.75
132472.75
182656.25
312074.25
288749.25
178780.25
148919.5
277015.75
242051.0
428555.5
236917.25
468042.75
124872.5
139063.75
184686.0
316609.25
296608.25
183677.0
150967.0
281994.0
243139.0
436671.0
241217.25
458269.75
125381.75
138162.5
184008.75
313239.75
294792.25
186720.5
151452.25
285356.25
236994.25
430862.0
237067.75
450975.25
120639.25
133632.5
179443.0
306919.0
284467.0
176486.75
144010.75
275172.0
232733.75
423439.0
233358.0
424911.25
114203.5
125402.25
168608.75
288532.5
266764.5
165145.75
135827.25
261393.0
232002.25
413333.0
230196.0
412472.25
110144.0
123678.25
163165.75
286719.5
262069.25
157075.5
130366.5
256590.5
237141.5
411658.5
230826.0
401437.0
