conso_observée_2019,conso_prédite,moyenne_conso_16_a_18,Mois
3025660.0,3045451.0,2934512.32,3
2985168.0,3003924.0,3030567.01,3
2892497.0,2909312.0,3125898.02,3
2779040.0,2801246.0,3130063.67,3
2504538.0,2814241.0,3113522.31,3
2419279.0,2847756.0,2962000.34,3
2777713.0,2972514.0,2783305.67,3
2844782.0,2995243.0,2683735.34,3
2829740.0,2977395.0,2749250.67,3
2789899.0,2913319.0,2749999.33,3
2689215.0,2799706.0,2832420.34,3
2380594.0,2721095.0,2812061.32,3
2279460.0,2718656.0,2727328.34,3
2527489.0,2658662.0,2643759.66,4
2621448.0,2779059.0,2532256.01,4
2845298.0,3102978.0,2568767.98,4
2952523.0,3116946.0,2673165.33,4
2895775.0,2985715.0,2704552.34,4
2608839.0,2912653.0,2697273.0,4
2485938.0,2887022.0,2585689.35,4
2732826.0,2846215.0,2444291.68,4
2733618.0,2813702.0,2410256.66,4
2743950.0,2871254.0,2481242.34,4
2761164.0,2882297.0,2590388.68,4
2762957.0,2986563.0,2606766.34,4
2578979.0,3063941.0,2571871.68,4
2546862.0,3114560.0,2474956.31,4
2774547.0,2883992.0,2348032.66,4
2720672.0,2755844.0,2324861.67,4
2629875.0,2665316.0,2331442.34,4
2505571.0,2477305.0,2527372.66,4
2380755.0,2398772.0,2551396.99,4
2116569.0,2399362.0,2534631.66,4
1977693.0,2454423.0,2415780.66,4
2027138.0,2414950.0,2262258.32,4
2316552.0,2479462.0,2264263.02,4
2393930.0,2611358.0,2400672.32,4
2476708.0,2700216.0,2586845.66,4
2469637.0,2782090.0,2656021.34,4
2319478.0,2794340.0,2696261.34,4
2281393.0,2889822.0,2596927.35,4
2511707.0,2819634.0,2438413.34,4
2477356.0,2739663.0,2436350.0,4
2148542.0,2668218.0,2331513.68,5
2429084.0,2727080.0,2576228.99,5
2486538.0,2761697.0,2568824.68,5
2389561.0,2938155.0,2518356.67,5
2413015.0,3031145.0,2281383.67,5
2670149.0,2977627.0,2163996.35,5
2584612.0,2801220.0,2117703.66,5
2326444.0,2670709.0,2066945.0,5
2538200.0,2689225.0,2304410.33,5
2513871.0,2659512.0,2284688.33,5
2253767.0,2623199.0,2324320.0,5
2187096.0,2760646.0,2294250.33,5
2434287.0,2695362.0,2209511.67,5
2416880.0,2634343.0,2220379.67,5
2396664.0,2662748.0,2280895.69,5
2384740.0,2690535.0,2277862.66,5
2400320.0,2663160.0,2352375.33,5
2183101.0,2630620.0,2345665.68,5
2116777.0,2643127.0,2273008.67,5
2381501.0,2577770.0,2147486.99,5
2376477.0,2524455.0,2028373.64,5
2343260.0,2494380.0,2169117.99,5
2308635.0,2436908.0,2307273.67,5
2276117.0,2426840.0,2327998.66,5
2036753.0,2419009.0,2231135.67,5
1955281.0,2470061.0,2147253.32,5
2236780.0,2424016.0,2075905.65,5
2299012.0,2581928.0,2059696.0,5
2314231.0,2610050.0,2154749.98,5
2059054.0,2421010.0,2290810.67,5
2108954.0,2304470.0,2324783.67,5
2005903.0,2135642.0,2317119.68,6
1906887.0,2037745.0,2244194.32,6
2197878.0,2241961.0,2100917.0,6
2252444.0,2181097.0,2068883.67,6
2273954.0,2471062.0,2065029.33,6
2261083.0,2529103.0,2259478.01,6
2269499.0,2487859.0,2278825.66,6
2063134.0,2471398.0,2275001.34,6
1919648.0,2466749.0,2199991.34,6
1992702.0,2510998.0,2077154.99,6
2280644.0,2667831.0,2067602.0,6
2322056.0,2564312.0,2156852.33,6
2316444.0,2457632.0,2279153.32,6
2266992.0,2369802.0,2304420.0,6
2022156.0,2384775.0,2314142.33,6
1926960.0,2338702.0,2224618.99,6
2221117.0,2215357.0,2101415.65,6
2287580.0,2044292.0,2089302.0,6
2289540.0,2127061.0,2202172.32,6
2273410.0,2294609.0,2362429.65,6
2239901.0,2360506.0,2383943.66,6
2027202.0,2260298.0,2368350.01,6
1933584.0,2041236.0,2262097.33,6
2296854.0,1974465.0,2112230.65,6
2398533.0,1875645.0,2085355.33,6
2440762.0,1735734.0,2182418.66,6
2479312.0,1667267.0,2316749.33,6
2428732.0,1725612.0,2320438.34,6
2201967.0,1709514.0,2313888.33,6
2063595.0,1894469.0,2239215.68,6
2323785.0,2056235.0,2125873.33,7
2350863.0,2118564.0,2101036.33,7
2366899.0,2051047.0,2186383.32,7
2383570.0,1986253.0,2325654.02,7
2395277.0,1895419.0,2347219.0,7
2141421.0,1890333.0,2354216.66,7
2021803.0,2009854.0,2288375.99,7
2299826.0,2085692.0,2162039.67,7
2299971.0,2180584.0,2132337.0,7
2320217.0,2098892.0,2215500.34,7
2338102.0,2018022.0,2321819.33,7
2327832.0,2038003.0,2345361.33,7
2076556.0,2110216.0,2318181.65,7
1931875.0,2173008.0,2018840.34,7
2224653.0,2213300.0,2029070.67,7
2307927.0,2151845.0,2062237.99,7
2324165.0,2092984.0,2185814.67,7
2329757.0,2121028.0,2352001.0,7
2314860.0,2036125.0,2389994.99,7
2091712.0,1995138.0,2349577.32,7
1983724.0,1986484.0,2237382.0,7
2336604.0,1858335.0,2100686.99,7
2438808.0,1603859.0,2086439.99,7
2475282.0,1575302.0,2169264.67,7
2470627.0,1501674.0,2302409.0,7
2341515.0,1883270.0,2329986.0,7
2005242.0,2189263.0,2311315.33,7
1851419.0,2225190.0,2208031.0,7
2116448.0,2141831.0,2083239.66,7
2192652.0,2146221.0,2051571.98,7
2170094.0,2210399.0,2102622.99,7
2170969.0,2172595.0,2188438.99,8
2147828.0,2066891.0,2221317.99,8
1960767.0,2050432.0,2232682.99,8
1883391.0,1981555.0,2158693.33,8
2078269.0,1996141.0,2026657.33,8
2097919.0,2050893.0,1989872.66,8
2082669.0,2068458.0,2032078.67,8
2115115.0,1963987.0,2091659.0,8
2133943.0,1882631.0,2062441.01,8
1944946.0,2026983.0,2037288.66,8
1819382.0,2239135.0,1998187.0,8
1965448.0,2312532.0,1928281.67,8
1985669.0,2392094.0,1912993.66,8
1999594.0,2284977.0,1932543.99,8
1861595.0,2195299.0,1881655.65,8
1935844.0,2229582.0,2069399.0,8
1900674.0,2165227.0,2096174.33,8
1834540.0,2103205.0,2063562.34,8
2037858.0,2275681.0,1983541.0,8
2077857.0,2340603.0,1974095.68,8
2101093.0,2289471.0,2049879.0,8
2120550.0,2197455.0,2193510.01,8
2130795.0,2073903.0,2235213.0,8
1968643.0,1947706.0,2237663.0,8
1898534.0,1932578.0,2174641.33,8
2211020.0,1891233.0,2079211.66,8
2291696.0,1899966.0,2077008.66,8
2302689.0,1992288.0,2170751.33,8
2302834.0,2070590.0,2296356.31,8
2290888.0,2038721.0,2316341.01,8
2066750.0,1996064.0,2292438.0,8
1947215.0,2240008.0,2206725.66,9
2190675.0,2345228.0,2094171.01,9
2263039.0,2311277.0,2083369.33,9
2285219.0,2295226.0,2172564.99,9
2267134.0,2456040.0,2305975.32,9
2242333.0,2526046.0,2328934.0,9
1991595.0,2424555.0,2315547.33,9
1933066.0,2541379.0,2238208.33,9
2227038.0,2621478.0,2109021.67,9
2283357.0,2473838.0,2100207.01,9
2292336.0,2377096.0,2193555.34,9
2291776.0,2211811.0,2308985.34,9
2265503.0,2175755.0,2353073.33,9
2023412.0,2107753.0,2334928.33,9
1934550.0,2092855.0,2238475.33,9
2228611.0,2106542.0,2131257.33,9
2276390.0,2173082.0,2119472.33,9
2274220.0,2348924.0,2219812.68,9
2256412.0,2395665.0,2344703.32,9
2249512.0,2317850.0,2366048.67,9
2025575.0,2149201.0,2343733.67,9
1904974.0,2253955.0,2243179.66,9
2183171.0,2392530.0,2137089.32,9
2235034.0,2385211.0,2108688.68,9
2268927.0,2409840.0,2199647.34,9
2294739.0,2303776.0,2333730.65,9
2259840.0,2353495.0,2354642.66,9
2024530.0,2372653.0,2340381.0,9
1951550.0,2351748.0,2255890.35,9
2235756.0,2392248.0,2143082.67,9
2305625.0,2340577.0,2163212.33,10
2329372.0,2537988.0,2268793.32,10
2399418.0,2756382.0,2374791.02,10
2375800.0,2625922.0,2401257.68,10
2119185.0,2515673.0,2410975.67,10
2034915.0,2502882.0,2337072.65,10
2344919.0,2623944.0,2271501.01,10
2391863.0,2506735.0,2252598.99,10
2422590.0,2604941.0,2332662.34,10
2425423.0,2549341.0,2474848.34,10
2396204.0,2469754.0,2503142.0,10
2113281.0,2380614.0,2516710.98,10
1986097.0,2223290.0,2434148.33,10
2270919.0,2290600.0,2310929.34,10
2350693.0,2606839.0,2252581.67,10
2425249.0,2606816.0,2317526.35,10
2424963.0,2560126.0,2432793.99,10
2412889.0,2580335.0,2473213.0,10
2191617.0,2570552.0,2494603.35,10
2121047.0,2621787.0,2432687.65,10
2459569.0,2704738.0,2351686.66,10
2577372.0,2775053.0,2399212.65,10
2549973.0,2614623.0,2517516.0,10
2512921.0,2587220.0,2583689.33,10
2485974.0,2575484.0,2556372.99,10
2250820.0,2481388.0,2584964.99,10
2170295.0,2697727.0,2559649.0,10
2539770.0,2796265.0,2565354.34,10
2627013.0,2761003.0,2619248.67,10
2647714.0,2775745.0,2697948.99,10
2620157.0,2734658.0,2773668.66,10
2310199.0,2642794.0,2545781.99,11
2303796.0,2639201.0,2739662.67,11
2289939.0,2739740.0,2766269.67,11
2642509.0,2740512.0,2679427.34,11
2771373.0,2864319.0,2637383.68,11
2812106.0,2883220.0,2798082.67,11
2894148.0,2996604.0,3062547.99,11
2997928.0,3086077.0,3127408.67,11
2795834.0,3113890.0,3096674.32,11
2737582.0,3113505.0,2931134.99,11
2799202.0,3101125.0,2654558.68,11
3135462.0,3081250.0,2749703.0,11
3216235.0,3129709.0,2883265.67,11
3321719.0,3212994.0,3065624.01,11
3373585.0,3281203.0,3081088.34,11
3104452.0,3221393.0,3059965.65,11
2991999.0,3229352.0,2975426.66,11
3341565.0,3195478.0,2923779.01,11
3389223.0,3189959.0,3004308.67,11
3444554.0,3269057.0,3113446.33,11
3377151.0,3146865.0,3175151.66,11
3198192.0,2980348.0,3162480.67,11
2844549.0,2900169.0,3094644.01,11
2744185.0,3008879.0,2955853.67,11
2999562.0,2906541.0,2928416.65,11
2979799.0,2803405.0,3006064.66,11
2969842.0,2799733.0,3134797.67,11
2970886.0,2826879.0,3278362.66,11
2971438.0,2916530.0,3369964.68,11
2890028.0,3130866.0,3406683.01,11
2889020.0,3166330.0,3363497.65,12
3308241.0,3248409.0,3248196.0,12
3494303.0,3342247.0,3198365.67,12
3560220.0,3375068.0,3229020.68,12
3543953.0,3390300.0,3316844.35,12
3486346.0,3160194.0,3314596.01,12
2997764.0,2957029.0,3342199.32,12
2879049.0,2885996.0,3266187.35,12
3231106.0,2999172.0,3162126.34,12
3367351.0,3215820.0,3175097.67,12
3430122.0,3185749.0,3251571.34,12
3441325.0,3132483.0,3457483.33,12
3285264.0,2962475.0,3545330.01,12
2940704.0,2898221.0,3511816.98,12
2808322.0,2902638.0,3453357.67,12
3044323.0,2875825.0,3264871.0,12
2969356.0,2777825.0,3270211.0,12
3000661.0,2881912.0,3359692.68,12
2939261.0,2741565.0,3478876.68,12
2870689.0,2863265.0,3459686.65,12
2758005.0,2961909.0,3344919.34,12
2740749.0,2945088.0,3103619.68,12
2886196.0,2940594.0,2912414.0,12
2735003.0,2870253.0,2780989.0,12
2512056.0,2995501.0,2745973.67,12
2823500.0,3060730.0,3033232.69,12
2811435.0,2952947.0,3213208.66,12
2749403.0,3097992.0,3294246.34,12
2925599.0,3325428.0,3312415.66,12
3201241.0,3291911.0,3146274.33,12
3226960.0,3349387.0,3105100.66,12
